tipo,localizacao,ser,prox_centro,prox_orla,area,quartos,banheiros,vagas,condo,preco
Apartamento,Vila União,SER4,0,0,102,3,3,3,350.0,210000.0
Apartamento,Papicu,SER2,0,0,110,4,3,2,1085.0,340000.0
Apartamento,Cambeba,SER6,0,0,65,3,2,1,300.0,279999.0
Apartamento,Meireles,SER2,1,1,56,2,1,1,850.0,790000.0
Apartamento,Passaré,SER8,0,0,50,2,1,1,150.0,165000.0
Apartamento,Fátima,SER4,0,0,87,3,2,2,900.0,650000.0
Apartamento,Salinas,Outros,0,0,44,2,1,1,370.0,265000.0
Apartamento,Cocó,SER7,0,0,144,3,4,2,1900.0,590000.0
Apartamento,Mondubim,SER10,0,0,66,3,2,1,450.0,395000.0
Apartamento,Aldeota,SER2,1,0,158,3,3,2,1700.0,390000.0
Apartamento,Manuel Sátiro,Outros,0,0,40,4,1,2,0.0,120000.0
Apartamento,Parquelândia,SER3,0,0,78,3,2,2,0.0,700000.0
Apartamento,Meireles,SER2,1,1,66,2,2,1,610.0,550000.0
Apartamento,Dionisio Torres,SER2,0,0,137,4,4,3,1260.0,980000.0
Apartamento,Papicu,SER2,0,0,78,3,3,2,790.0,780000.0
Apartamento,Dunas,Outros,0,0,61,2,2,2,555.0,535766.0
Apartamento,Meireles,SER2,1,1,175,4,5,3,1920.0,1150000.0
Apartamento,Centro,SER12,0,0,55,2,2,1,0.0,485000.0
Apartamento,Meireles,SER2,1,1,368,4,5,5,0.0,5940905.0
Apartamento,Cocó,SER7,0,0,232,3,4,5,0.0,2490000.0
Apartamento,Mucuripe,SER2,0,1,543,4,4,6,4400.0,10095289.0
Apartamento,Cocó,SER7,0,0,128,3,4,2,1312.0,640000.0
Apartamento,Aldeota,SER2,1,0,66,2,2,2,0.0,695000.0
Apartamento,Parque Dois Irmãos,SER8,0,0,60,3,2,2,302.0,349900.0
Apartamento,Mondubim,SER10,0,0,39,2,1,1,0.0,279990.0
Apartamento,Meireles,SER2,1,1,290,4,5,3,2900.0,1290000.0
Apartamento,Cocó,SER7,0,0,100,2,3,2,0.0,1300000.0
Apartamento,Passaré,SER8,0,0,70,3,1,1,330.0,155000.0
Apartamento,Meireles,SER2,1,1,72,3,2,2,0.0,970000.0
Apartamento,Cidade dos Funcionários,SER6,0,0,55,2,2,1,0.0,561272.0
Apartamento,Mucuripe,SER2,0,1,330,4,4,4,2350.0,2950000.0
Apartamento,Parque Del Sol,Outros,0,0,126,3,3,2,1100.0,1220000.0
Apartamento,Papicu,SER2,0,0,182,3,1,2,1700.0,495000.0
Apartamento,Meireles,SER2,1,1,390,4,5,5,0.0,7500000.0
Apartamento,Fátima,SER4,0,0,117,4,3,1,0.0,300000.0
Apartamento,Parque Iracema,SER6,0,0,87,3,3,2,530.0,629999.0
Apartamento,Meireles,SER2,1,1,65,2,1,1,766.0,540000.0
Apartamento,Meireles,SER2,1,1,66,2,2,1,600.0,1150000.0
Apartamento,Aldeota,SER2,1,0,240,4,5,2,1100.0,1200000.0
Apartamento,Engenheiro Luciano Cavalcante,SER7,0,0,164,4,5,3,750.0,1960000.0
Apartamento,Meireles,SER2,1,1,254,4,4,5,2466.0,4181718.0
Apartamento,Meireles,SER2,1,1,181,3,4,2,2309.0,2500000.0
Apartamento,Paupina,SER6,0,0,44,2,1,1,280.0,190000.0
Apartamento,José de Alencar,SER6,0,0,56,2,2,1,350.0,199000.0
Apartamento,Meireles,SER2,1,1,113,3,4,1,1250.0,650000.0
Apartamento,Meireles,SER2,1,1,59,3,2,1,900.0,475000.0
Apartamento,Presidente Kennedy,SER3,0,0,53,2,2,1,0.0,480000.0
Apartamento,Parangaba,SER4,0,0,51,2,2,1,0.0,250000.0
Apartamento,Cocó,SER7,0,0,125,3,2,2,1150.0,400000.0
Apartamento,Sapiranga,SER7,0,0,54,2,2,2,500.0,370000.0
Apartamento,Varjota,SER2,0,0,181,4,5,3,950.0,1300000.0
Apartamento,Fátima,SER4,0,0,89,3,2,1,600.0,320000.0
Apartamento,Benfica,SER4,1,0,48,2,1,2,0.0,550000.0
Apartamento,Parque Dois Irmãos,SER8,0,0,66,3,2,1,400.0,340000.0
Apartamento,Meireles,SER2,1,1,142,3,4,2,0.0,630000.0
Apartamento,Praia de Iracema,SER12,1,1,80,3,2,2,0.0,1039196.0
Apartamento,Vicente Pinzon,SER2,0,0,138,3,3,2,1300.0,449800.0
Apartamento,Damas,SER4,0,0,65,3,3,2,530.0,290000.0
Apartamento,Meireles,SER2,1,1,88,3,3,1,980.0,315000.0
Apartamento,Papicu,SER2,0,0,70,3,3,1,900.0,390000.0
Apartamento,Guararapes,SER7,0,0,145,3,4,3,1450.0,1390000.0
Apartamento,Varjota,SER2,0,0,123,3,3,2,0.0,530640.0
Apartamento,Maraponga,SER10,0,0,65,3,2,2,480.0,415000.0
Apartamento,Meireles,SER2,1,1,231,4,5,4,0.0,3500000.0
Apartamento,Aldeota,SER2,1,0,155,4,4,2,1510.0,850000.0
Apartamento,Aldeota,SER2,1,0,256,4,5,3,2300.0,1450000.0
Apartamento,Engenheiro Luciano Cavalcante,SER7,0,0,146,3,4,3,0.0,1620000.0
Apartamento,Engenheiro Luciano Cavalcante,SER7,0,0,188,4,5,4,1200.0,2495000.0
Apartamento,Parreão,Outros,0,0,70,3,2,2,660.0,290000.0
Apartamento,Centro,SER12,0,0,83,3,3,2,442.0,745000.0
Apartamento,Meireles,SER2,1,1,118,3,5,11,1300.0,1600000.0
Apartamento,Meireles,SER2,1,1,365,4,6,5,0.0,6100000.0
Apartamento,Vicente Pinzon,SER2,0,0,60,3,2,2,300.0,380000.0
Apartamento,Varjota,SER2,0,0,92,3,2,2,670.0,420000.0
Apartamento,Cocó,SER7,0,0,108,3,3,2,954.0,550000.0
Apartamento,Montese,SER4,0,0,70,3,2,1,560.0,169000.0
Apartamento,Mucuripe,SER2,0,1,221,3,4,4,1800.0,2500000.0
Apartamento,Meireles,SER2,1,1,192,4,6,3,1350.0,1648900.0
Apartamento,Patriolino Ribeiro,SER7,0,0,164,3,3,4,1405.0,1487247.0
Apartamento,Vicente Pinzon,SER2,0,0,59,2,2,1,756.0,450000.0
Apartamento,Meireles,SER2,1,1,305,4,5,4,0.0,2500000.0
Apartamento,Fátima,SER4,0,0,141,3,4,3,0.0,2061365.0
Apartamento,Aldeota,SER2,1,0,120,3,3,2,1500.0,620000.0
Apartamento,Maraponga,SER10,0,0,65,3,2,2,380.0,249900.0
Apartamento,Praia de Iracema,SER12,1,1,180,3,3,1,1050.0,935000.0
Apartamento,Praia de Iracema,SER12,1,1,70,3,3,2,778.0,950000.0
Apartamento,Maraponga,SER10,0,0,45,2,1,1,300.0,245000.0
Apartamento,Aldeota,SER2,1,0,40,1,1,1,0.0,520000.0
Apartamento,Guararapes,SER7,0,0,235,4,5,4,0.0,2500000.0
Apartamento,Dunas,Outros,0,0,61,2,2,2,550.0,495000.0
Apartamento,Passaré,SER8,0,0,58,3,2,2,394.0,320000.0
Apartamento,Aldeota,SER2,1,0,120,3,3,1,860.0,390000.0
Apartamento,Meireles,SER2,1,1,819,5,7,10,4700.0,14000000.0
Apartamento,Itaperi,SER8,0,0,44,1,1,1,295.0,130000.0
Apartamento,Meireles,SER2,1,1,365,3,4,4,0.0,5490000.0
Apartamento,Meireles,SER2,1,1,98,3,4,1,1200.0,400000.0
Apartamento,Aldeota,SER2,1,0,92,2,3,1,930.0,450000.0
Apartamento,Jacarecanga,SER1,1,0,53,2,2,1,457.0,379500.0
Apartamento,Centro,SER12,0,0,113,3,3,1,1150.0,320000.0
Apartamento,Cocó,SER7,0,0,231,3,3,2,1600.0,430000.0
Apartamento,Paupina,SER6,0,0,44,2,1,1,0.0,188900.0
Apartamento,Cocó,SER7,0,0,81,2,3,2,946.0,960000.0
Apartamento,Passaré,SER8,0,0,58,3,2,2,480.0,370000.0
Apartamento,Centro,SER12,0,0,51,2,2,1,0.0,491758.0
Apartamento,Aldeota,SER2,1,0,150,4,4,3,0.0,1727000.0
Apartamento,Edson Queiroz,SER7,0,0,48,3,1,1,340.0,130000.0
Apartamento,Meireles,SER2,1,1,58,2,2,2,0.0,908000.0
Apartamento,Montese,SER4,0,0,64,3,2,1,400.0,325000.0
Apartamento,Cajazeiras,SER9,0,0,76,3,2,1,400.0,145000.0
Apartamento,Joaquim Távora,SER2,1,0,92,4,3,2,890.0,799999.0
Apartamento,Guararapes,SER7,0,0,164,3,4,3,0.0,1504100.0
Apartamento,Meireles,SER2,1,1,179,3,2,2,1600.0,750000.0
Apartamento,Guararapes,SER7,0,0,277,4,5,4,2500.0,1600000.0
Apartamento,Meireles,SER2,1,1,153,3,4,3,1500.0,3500000.0
Apartamento,Parque Iracema,SER6,0,0,73,3,2,2,541.0,555000.0
Apartamento,Guararapes,SER7,0,0,114,3,3,2,786.0,800000.0
Apartamento,Passaré,SER8,0,0,49,2,1,1,0.0,315000.0
Apartamento,Guararapes,SER7,0,0,150,3,4,3,1700.0,720000.0
Apartamento,Aldeota,SER2,1,0,65,2,2,1,350.0,825000.0
Apartamento,Meireles,SER2,1,1,231,4,5,4,1920.0,3100000.0
Apartamento,Dionisio Torres,SER2,0,0,200,4,7,3,2050.0,980000.0
Apartamento,Aldeota,SER2,1,0,193,3,2,2,930.0,450000.0
Apartamento,Meireles,SER2,1,1,379,4,6,6,3500.0,7500000.0
Apartamento,Conjunto Esperança,SER10,0,0,47,2,1,1,175.0,100000.0
Apartamento,Praia do Futuro,Outros,0,0,49,2,2,1,0.0,329000.0
Apartamento,Aldeota,SER2,1,0,102,3,3,1,850.0,550000.0
Apartamento,Joaquim Távora,SER2,1,0,88,3,2,1,1260.0,320000.0
Apartamento,Messejana,SER6,0,0,49,2,2,1,0.0,374343.0
Apartamento,Aldeota,SER2,1,0,95,3,3,2,0.0,1107311.0
Apartamento,Aldeota,SER2,1,0,131,3,4,3,0.0,1350000.0
Apartamento,Vila União,SER4,0,0,77,3,3,1,690.0,190000.0
Apartamento,Praia do Futuro,Outros,0,0,68,2,2,2,763.0,365000.0
Apartamento,Passaré,SER8,0,0,46,2,1,1,390.0,250000.0
Apartamento,Varjota,SER2,0,0,120,3,2,1,890.0,690000.0
Apartamento,Meireles,SER2,1,1,251,4,5,2,2000.0,950000.0
Apartamento,Patriolino Ribeiro,SER7,0,0,138,3,3,2,950.0,1450000.0
Apartamento,Papicu,SER2,0,0,145,3,4,2,1200.0,680000.0
Apartamento,Aldeota,SER2,1,0,125,3,2,1,750.0,410000.0
Apartamento,Engenheiro Luciano Cavalcante,SER7,0,0,144,3,5,3,0.0,1045000.0
Apartamento,Engenheiro Luciano Cavalcante,SER7,0,0,72,2,2,2,650.0,650000.0
Apartamento,Aldeota,SER2,1,0,134,3,4,2,1200.0,620000.0
Apartamento,Dionisio Torres,SER2,0,0,170,4,4,2,1300.0,750000.0
Apartamento,Jardim Cearense,SER10,0,0,64,3,4,1,550.0,280000.0
Apartamento,Meireles,SER2,1,1,102,3,2,2,750.0,1200000.0
Apartamento,Engenheiro Luciano Cavalcante,SER7,0,0,121,3,2,1,0.0,1321644.0
Apartamento,Parangaba,SER4,0,0,61,3,2,2,470.0,480000.0
Apartamento,Mucuripe,SER2,0,1,604,7,5,8,0.0,9429352.0
Apartamento,Papicu,SER2,0,0,110,3,4,1,760.0,500000.0
Apartamento,Lagoa Redonda,SER6,0,0,38,2,1,1,10.0,195494.0
Apartamento,Coité,Outros,0,0,90,3,4,2,221.0,380000.0
Apartamento,Meireles,SER2,1,1,73,2,2,2,825.0,740000.0
Apartamento,Monte Castelo,SER3,0,0,85,3,2,2,540.0,360000.0
Apartamento,Engenheiro Luciano Cavalcante,SER7,0,0,141,3,5,3,1300.0,1550000.0
Apartamento,Engenheiro Luciano Cavalcante,SER7,0,0,37,1,1,1,0.0,474000.0
Apartamento,Parque Iracema,SER6,0,0,94,3,4,2,950.0,769999.0
Apartamento,Joaquim Távora,SER2,1,0,51,2,2,1,0.0,464000.0
Apartamento,Meireles,SER2,1,1,305,6,6,4,3300.0,1899000.0
Apartamento,Itaoca,Outros,0,0,95,3,3,1,380.0,230000.0
Apartamento,Meireles,SER2,1,1,390,4,5,4,0.0,2500000.0
Apartamento,Maraponga,SER10,0,0,63,3,2,2,430.0,270000.0
Apartamento,Dionisio Torres,SER2,0,0,118,4,4,2,1025.0,1350000.0
Apartamento,Meireles,SER2,1,1,150,4,5,4,1350.0,890000.0
Apartamento,Vila Peri,SER4,0,0,38,2,1,1,0.0,199000.0
Apartamento,Parque Iracema,SER6,0,0,89,3,2,2,750.0,795000.0
Apartamento,Fátima,SER4,0,0,96,4,3,2,550.0,795000.0
Apartamento,Fátima,SER4,0,0,61,2,2,1,970.0,715000.0
Apartamento,Papicu,SER2,0,0,78,3,3,2,0.0,809382.0
Apartamento,Meireles,SER2,1,1,518,4,6,5,2500.0,6380000.0
Apartamento,Aldeota,SER2,1,0,162,3,1,4,0.0,2250000.0
Apartamento,Aldeota,SER2,1,0,134,3,5,2,1130.0,950000.0
Apartamento,Maraponga,SER10,0,0,59,3,2,2,322.0,298000.0
Apartamento,Cambeba,SER6,0,0,96,4,4,2,750.0,315000.0
Apartamento,Meireles,SER2,1,1,254,4,6,5,1900.0,3690000.0
Apartamento,Aldeota,SER2,1,0,105,3,3,2,1100.0,880000.0
Apartamento,Benfica,SER4,1,0,48,2,2,1,482.0,490000.0
Apartamento,Aldeota,SER2,1,0,64,2,2,1,0.0,888250.0
Apartamento,Varjota,SER2,0,0,56,2,2,1,500.0,530000.0
Apartamento,Aldeota,SER2,1,0,155,4,4,2,1620.0,880000.0
Apartamento,Guararapes,SER7,0,0,145,3,4,3,1462.0,1150000.0
Apartamento,Dunas,Outros,0,0,116,3,4,2,0.0,1713262.0
Apartamento,Praia de Iracema,SER12,1,1,81,3,3,2,533.0,750000.0
Apartamento,Cidade 2000,SER7,0,0,75,3,2,2,690.0,499999.0
Apartamento,Varjota,SER2,0,0,105,3,3,2,700.0,800000.0
Apartamento,Centro,SER12,0,0,113,3,4,3,1200.0,750000.0
Apartamento,Mondubim,SER10,0,0,44,2,1,1,250.0,185000.0
Apartamento,Messejana,SER6,0,0,55,2,2,2,411.0,339000.0
Apartamento,Monte Castelo,SER3,0,0,68,3,2,1,400.0,330000.0
Apartamento,Meireles,SER2,1,1,253,4,5,5,0.0,4500000.0
Apartamento,Meireles,SER2,1,1,105,3,3,2,1250.0,679900.0
Apartamento,Prefeito José Walter,SER8,0,0,43,2,2,1,317.0,215000.0
Apartamento,Guararapes,SER7,0,0,78,3,2,2,0.0,890000.0
Apartamento,Guararapes,SER7,0,0,243,4,4,4,3273.0,1100000.0
Casa,Papicu,SER2,0,0,250,3,4,5,0.0,690000.0
Casa,Engenheiro Luciano Cavalcante,SER7,0,0,151,3,4,4,1850.0,699990.0
Casa,Engenheiro Luciano Cavalcante,SER7,0,0,130,4,3,2,0.0,590000.0
Casa,Patriolino Ribeiro,SER7,0,0,700,4,6,12,1500.0,2640000.0
Casa,Cambeba,SER6,0,0,226,4,4,3,140.0,850000.0
Casa,Prefeito José Walter,SER8,0,0,200,5,3,1,0.0,270000.0
Casa,Passaré,SER8,0,0,120,3,3,2,50.0,480000.0
Casa,Parquelândia,SER3,0,0,290,7,5,3,0.0,580000.0
Casa,Parque Manibura,SER6,0,0,192,4,5,4,0.0,660000.0
Casa,Engenheiro Luciano Cavalcante,SER7,0,0,128,2,2,2,0.0,320000.0
Casa,Papicu,SER2,0,0,149,3,3,3,85.0,470000.0
Casa,Parquelândia,SER3,0,0,250,4,5,8,0.0,1500000.0
Casa,Centro,SER12,0,0,960,9,9,4,0.0,2350000.0
Casa,Lagoa Redonda,SER6,0,0,98,3,3,4,0.0,449000.0
Casa,Lagoa Redonda,SER6,0,0,560,3,3,6,0.0,2350000.0
Casa,Parque Santa Rosa,Outros,0,0,100,3,3,3,0.0,299000.0
Casa,Praia do Futuro,SER7,0,1,419,8,6,3,778.0,1200000.0
Casa,Henrique Jorge,SER11,0,0,400,3,1,2,0.0,650000.0
Casa,Eusébio,Outros,0,0,174,3,4,2,1250.0,1140000.0
Casa,Messejana,SER6,0,0,472,1,2,8,0.0,900000.0
Casa,Edson Queiroz,SER7,0,0,410,5,7,8,0.0,980000.0
Casa,Siqueira,SER5,0,0,180,3,2,3,0.0,250000.0
Casa,São Bento,SER6,0,0,118,3,3,2,0.0,405000.0
Casa,Parque Dois Irmãos,SER8,0,0,150,3,1,1,0.0,250000.0
Casa,Cidade dos Funcionários,SER6,0,0,350,9,7,6,0.0,820000.0
Casa,Edson Queiroz,SER7,0,0,241,4,4,3,0.0,690000.0
Casa,Dionisio Torres,SER2,0,0,420,6,4,4,458.0,1800000.0
Casa,Jangurussu,SER9,0,0,116,3,4,3,0.0,435000.0
Casa,Rodolfo Teófilo,SER3,0,0,231,3,4,3,1.0,1100000.0
Casa,Edson Queiroz,SER7,0,0,162,4,4,3,0.0,715000.0
Casa,Cidade dos Funcionários,SER6,0,0,287,5,7,4,0.0,950000.0
Casa,Engenheiro Luciano Cavalcante,SER7,0,0,114,4,3,3,1800.0,429000.0
Casa,Rodolfo Teófilo,SER3,0,0,350,3,3,5,0.0,900000.0
Casa,Parque Manibura,SER6,0,0,374,4,5,6,2070.0,980000.0
Casa,Cidade dos Funcionários,SER6,0,0,226,3,3,4,0.0,780000.0
Casa,Vicente Pinzon,SER2,0,0,194,4,4,6,1100.0,750000.0
Casa,Parque Araxá,Outros,0,0,180,4,3,5,0.0,650000.0
Casa,Cajazeiras,SER9,0,0,208,4,5,3,0.0,720000.0
Casa,Engenheiro Luciano Cavalcante,SER7,0,0,200,4,5,3,0.0,790000.0
Casa,Mondubim,SER10,0,0,105,3,2,2,0.0,329000.0
Casa,Meireles,SER2,1,1,350,3,2,4,0.0,2177500.0
Casa,Parque Manibura,SER6,0,0,255,4,5,4,150.0,880000.0
Casa,Parquelândia,SER3,0,0,479,4,5,6,0.0,990000.0
Casa,Padre Andrade,SER3,0,0,620,6,3,4,0.0,680000.0
Casa,Vila Velha,SER1,0,0,200,2,1,1,0.0,370000.0
Casa,Jardim Cearense,SER10,0,0,160,4,2,3,0.0,780000.0
Casa,Sabiaguaba,SER7,0,1,237,3,4,3,1735.0,1400000.0
Casa,Jardim das Oliveiras,SER6,0,0,135,3,3,4,0.0,480000.0
Casa,Manoel Dias Branco,SER7,0,0,183,3,3,10,0.0,550000.0
Casa,Dionisio Torres,SER2,0,0,280,4,4,6,270.0,1250000.0
Casa,Fátima,SER4,0,0,308,3,4,4,1417.0,470000.0
Casa,São Bento,SER6,0,0,715,3,4,4,166.0,900000.0
Casa,São Bento,SER6,0,0,116,3,3,3,0.0,430000.0
Casa,Mucuripe,SER2,0,1,164,3,3,3,200.0,1515000.0
Casa,Dunas,Outros,0,0,230,3,5,3,227.0,870000.0
Casa,Sapiranga,SER7,0,0,308,4,5,10,0.0,1680000.0
Casa,Sapiranga,SER7,0,0,293,5,6,6,0.0,1480000.0
Casa,Sapiranga,SER7,0,0,175,3,3,2,0.0,550000.0
Casa,Parreão,Outros,0,0,396,4,5,6,0.0,595000.0
Casa,Dionisio Torres,SER2,0,0,173,3,3,2,0.0,830000.0
Casa,São João do Tauape,SER2,0,0,240,5,4,5,2000.0,1200000.0
Casa,Cidade dos Funcionários,SER6,0,0,149,4,4,3,0.0,879000.0
Casa,Dunas,Outros,0,0,185,3,5,2,1087.0,1644000.0
Casa,Jardim das Oliveiras,SER6,0,0,152,4,4,4,0.0,780000.0
Casa,Jardim das Oliveiras,SER6,0,0,158,4,6,3,1300.0,650000.0
Casa,São Bento,SER6,0,0,157,3,3,3,310.0,380000.0
Casa,Lagoa Redonda,SER6,0,0,110,3,3,2,1200.0,470000.0
Casa,Jardim das Oliveiras,SER6,0,0,105,3,2,2,0.0,650000.0
Casa,Passaré,SER8,0,0,56,2,1,1,357.0,210000.0
Casa,Cajazeiras,SER9,0,0,100,2,2,2,0.0,310000.0
Casa,Cidade dos Funcionários,SER6,0,0,125,3,4,8,0.0,770000.0
Casa,São Bento,SER6,0,0,108,3,3,2,0.0,430000.0
Casa,Parquelândia,SER3,0,0,231,7,6,2,300.0,850000.0
Casa,Itaperi,SER8,0,0,90,3,2,2,585.0,395000.0
Casa,Prefeito José Walter,SER8,0,0,150,4,2,2,0.0,215000.0
Casa,Dionisio Torres,SER2,0,0,300,4,5,3,0.0,750000.0
Casa,Antônio Bezerra,SER3,0,0,202,3,1,1,0.0,290000.0
Casa,Fátima,SER4,0,0,385,6,3,5,0.0,790000.0
Casa,Cidade dos Funcionários,SER6,0,0,652,7,6,6,0.0,1999000.0
Casa,Papicu,SER2,0,0,225,2,2,1,0.0,520000.0
Casa,Sapiranga,SER7,0,0,141,3,4,4,0.0,850000.0
Casa,Sapiranga,SER7,0,0,174,3,3,4,0.0,500000.0
Casa,Fátima,SER4,0,0,180,3,2,3,0.0,500000.0
Casa,Montese,SER4,0,0,200,4,3,3,0.0,400000.0
Casa,Amadeu Furtado,SER3,0,0,176,4,2,2,0.0,800000.0
Casa,Dunas,Outros,0,0,250,4,4,2,1200.0,850000.0
Casa,Cidade dos Funcionários,SER6,0,0,156,3,4,2,0.0,730000.0
Casa,de Lourdes,SER2,0,0,500,5,8,8,0.0,2400000.0
Casa,Edson Queiroz,SER7,0,0,175,3,4,6,250.0,650000.0
Casa,Conjunto Ceará,SER11,0,0,306,4,3,3,0.0,490000.0
Casa,Passaré,SER8,0,0,150,3,2,2,0.0,280000.0
Casa,Rodolfo Teófilo,SER3,0,0,206,3,2,3,0.0,595000.0
Casa,Mondubim,SER10,0,0,114,3,3,2,0.0,410000.0
Casa,Mondubim,SER10,0,0,150,2,2,2,0.0,250000.0
Casa,Mondubim,SER10,0,0,145,3,2,3,311.0,400000.0
Casa,Mucuripe,SER2,0,1,157,3,3,6,0.0,680000.0
Casa,Vila União,SER4,0,0,193,3,2,5,0.0,669000.0
Casa,Parque Manibura,SER6,0,0,112,3,3,3,0.0,540000.0
Casa,Passaré,SER8,0,0,60,3,2,1,330.0,240000.0
Casa,Vila Velha,SER1,0,0,240,5,5,3,1663.0,650000.0
Casa,Passaré,SER8,0,0,94,3,3,2,0.0,550000.0
Casa,Padre Andrade,SER3,0,0,360,5,4,2,0.0,720000.0
Casa,de Lourdes,SER2,0,0,440,3,4,4,0.0,2450000.0
Casa,José de Alencar,SER6,0,0,304,5,3,5,2240.0,650000.0
Casa,Parque Manibura,SER6,0,0,305,6,3,4,0.0,650000.0
Casa,Itaperi,SER8,0,0,89,3,2,3,0.0,320000.0
Casa,José de Alencar,SER6,0,0,304,5,3,5,2240.0,750000.0
Casa,Cidade dos Funcionários,SER6,0,0,152,4,4,2,0.0,780000.0
Casa,Cristo Redentor,SER1,0,0,230,4,4,1,0.0,315000.0
Casa,José de Alencar,SER6,0,0,288,3,3,3,0.0,600000.0
Casa,Messejana,SER6,0,0,143,5,4,4,0.0,299999.0
Casa,Edson Queiroz,SER7,0,0,123,4,4,2,0.0,639000.0
Casa,Maraponga,SER10,0,0,186,3,5,1,0.0,630000.0
Casa,Sapiranga,SER7,0,0,280,3,3,2,854.0,465000.0
Casa,Parque Dois Irmãos,SER8,0,0,280,4,3,2,0.0,630000.0
Casa,Parquelândia,SER3,0,0,255,5,5,3,0.0,570000.0
Casa,Manuel Sátiro,Outros,0,0,94,3,2,2,0.0,389000.0
Casa,Edson Queiroz,SER7,0,0,500,4,6,12,421.0,1250000.0
Casa,Parque Dois Irmãos,SER8,0,0,90,4,2,1,0.0,270000.0
Casa,Conjunto Esperança,SER10,0,0,102,6,4,2,0.0,360000.0
Casa,José de Alencar,SER6,0,0,180,4,5,2,72.0,679000.0
Casa,Manuel Sátiro,Outros,0,0,95,3,2,2,0.0,379000.0
Casa,Mondubim,SER10,0,0,187,3,2,2,0.0,265000.0
Casa,Sapiranga,SER7,0,0,501,4,4,5,4314.0,820000.0
Casa,Conjunto Esperança,SER10,0,0,85,2,2,1,777.0,280000.0
Casa,Barroso,SER9,0,0,495,3,3,2,346.0,275000.0
Casa,Passaré,SER8,0,0,140,3,3,2,50.0,440000.0
Casa,Sapiranga,SER7,0,0,158,4,4,2,0.0,649000.0
Casa,São João do Tauape,SER2,0,0,200,4,4,4,0.0,850000.0
Casa,Siqueira,SER5,0,0,150,2,1,1,0.0,120000.0
Casa,Jardim das Oliveiras,SER6,0,0,152,4,4,2,0.0,780000.0
Casa,Jardim das Oliveiras,SER6,0,0,152,4,4,2,0.0,699000.0
Casa,Mondubim,SER10,0,0,150,4,4,2,77.0,560000.0
Casa,São Bento,SER6,0,0,138,3,2,4,0.0,320000.0
Casa,Fátima,SER4,0,0,385,4,4,6,0.0,890000.0
Casa,Parreão,Outros,0,0,240,3,4,4,0.0,400000.0
Casa,São Bento,SER6,0,0,114,3,3,2,0.0,440000.0
Casa,Dionisio Torres,SER2,0,0,192,4,5,4,437.0,1200000.0
Casa,Guajerú,Outros,0,0,200,3,2,4,0.0,490000.0
Casa,de Lourdes,SER2,0,0,342,4,6,6,3917.0,2200000.0
Casa,Edson Queiroz,SER7,0,0,127,4,5,2,0.0,639900.0
Casa,Parque Manibura,SER6,0,0,285,5,5,3,1235.0,580000.0
Casa,Edson Queiroz,SER7,0,0,171,3,4,2,0.0,498000.0
Casa,Varjota,SER2,0,0,250,5,3,3,0.0,530000.0
Casa,Parquelândia,SER3,0,0,362,4,3,4,900.0,1490000.0
Casa,José de Alencar,SER6,0,0,620,5,4,10,0.0,1300000.0
Casa,Sapiranga,SER7,0,0,230,4,5,5,0.0,899000.0
Casa,Aldeota,SER2,1,0,300,4,3,3,0.0,750000.0
Casa,Vila União,SER4,0,0,336,5,7,4,0.0,1320000.0
Casa,Jangurussu,SER9,0,0,53,3,2,2,0.0,344600.0
Casa,Coité,Outros,0,0,507,4,5,4,0.0,1500000.0
Casa,Meireles,SER2,1,1,80,3,3,2,1200.0,565000.0
Casa,de Lourdes,SER2,0,0,657,5,6,6,0.0,3200000.0
Casa,Mondubim,SER10,0,0,336,3,3,2,0.0,470000.0
Casa,Cidade dos Funcionários,SER6,0,0,250,4,3,3,0.0,940000.0
Casa,Benfica,SER4,1,0,200,3,4,2,0.0,550000.0
Casa,Maraponga,SER10,0,0,90,3,4,3,0.0,400000.0
Casa,Passaré,SER8,0,0,120,5,5,1,50.0,330000.0
Casa,Dunas,Outros,0,0,372,6,7,8,0.0,2500000.0
Casa,Edson Queiroz,SER7,0,0,150,4,4,3,0.0,625000.0
Casa,Castelão,SER8,0,0,152,5,4,4,0.0,450000.0
Casa,Manuel Sátiro,Outros,0,0,95,1,2,2,0.0,419000.0
Casa,Prefeito José Walter,SER8,0,0,70,2,1,2,0.0,260000.0
Casa,Jardim das Oliveiras,SER6,0,0,152,4,4,2,0.0,680000.0
Casa,Alagadiço Novo,Outros,0,0,147,3,5,3,880.0,469000.0
Casa,Parque Manibura,SER6,0,0,210,5,6,2,1219.0,795000.0
Casa,Maraponga,SER10,0,0,86,3,4,2,0.0,543000.0
Casa,Maraponga,SER10,0,0,128,4,5,2,0.0,580000.0
Casa,Guararapes,SER7,0,0,700,4,6,14,1501.0,2650000.0
Casa,Sapiranga,SER7,0,0,188,4,4,4,100.0,620000.0
Casa,Maraponga,SER10,0,0,300,5,3,2,100.0,600000.0
Casa,Antônio Bezerra,SER3,0,0,245,4,3,2,0.0,579000.0
Casa,Aracapé,Outros,0,0,120,4,3,1,0.0,280000.0
Casa,Maraponga,SER10,0,0,233,4,5,4,600.0,1900000.0
Casa,Fátima,SER4,0,0,286,3,3,4,0.0,900000.0
Casa,Siqueira,SER5,0,0,90,3,2,3,0.0,210000.0
Casa,São Bento,SER6,0,0,175,4,4,3,0.0,660000.0
