tipo,localizacao,ser,prox_centro,prox_orla,area,quartos,banheiros,vagas,condo,preco
Apartamento,Parquelândia,SER3,0,0,59,3,2,1,470.0,330000.0
Apartamento,Engenheiro Luciano Cavalcante,SER7,0,0,70,3,2,2,860.0,460000.0
Apartamento,Meireles,SER2,1,1,300,5,5,4,2700.0,2500000.0
Apartamento,Dionisio Torres,SER2,0,0,116,3,2,3,1390.0,520000.0
Apartamento,Meireles,SER2,1,1,170,3,4,2,2600.0,1400000.0
Apartamento,Meireles,SER2,1,1,311,4,4,5,0.0,5500000.0
Apartamento,Praia do Futuro,SER7,0,1,58,2,2,1,898.0,545000.0
Apartamento,Presidente Kennedy,SER3,0,0,65,3,2,1,0.0,479000.0
Apartamento,Meireles,SER2,1,1,179,3,4,2,1600.0,750000.0
Apartamento,Passaré,SER8,0,0,56,2,2,1,300.0,239000.0
Apartamento,Edson Queiroz,SER7,0,0,245,5,5,2,1720.0,820000.0
Apartamento,Cocó,SER7,0,0,138,4,3,2,1200.0,520000.0
Apartamento,Cocó,SER7,0,0,82,3,4,2,1280.0,565000.0
Apartamento,Papicu,SER2,0,0,70,3,2,2,804.0,420000.0
Apartamento,Meireles,SER2,1,1,100,3,3,2,1177.0,730000.0
Apartamento,Itaperi,SER8,0,0,47,2,2,1,300.0,315000.0
Apartamento,Meireles,SER2,1,1,125,4,3,2,1238.0,600000.0
Apartamento,Aldeota,SER2,1,0,117,3,4,2,850.0,999900.0
Apartamento,Meireles,SER2,1,1,353,3,4,3,2360.0,1200000.0
Apartamento,Aldeota,SER2,1,0,111,3,3,2,550.0,859999.0
Apartamento,Maraponga,SER10,0,0,60,3,2,1,0.0,446000.0
Apartamento,Itaperi,SER8,0,0,140,3,2,2,920.0,557000.0
Apartamento,Aldeota,SER2,1,0,304,4,6,4,3500.0,1900000.0
Apartamento,Parquelândia,SER3,0,0,84,3,3,2,0.0,717000.0
Apartamento,Papicu,SER2,0,0,138,3,3,3,1019.0,1343000.0
Apartamento,Aldeota,SER2,1,0,37,1,1,1,10.0,527500.0
Apartamento,Parreão,Outros,0,0,60,2,1,1,0.0,280000.0
Apartamento,Vicente Pinzon,SER2,0,0,110,3,5,2,0.0,400000.0
Apartamento,Praia do Futuro,Outros,0,0,63,2,2,1,748.0,720000.0
Apartamento,Aldeota,SER2,1,0,150,4,4,2,0.0,1726354.0
Apartamento,Praia do Futuro,Outros,0,0,85,2,2,2,0.0,360000.0
Apartamento,Presidente Kennedy,SER3,0,0,94,3,2,2,0.0,716000.0
Apartamento,Mucuripe,SER2,0,1,72,3,2,2,890.0,942266.0
Apartamento,Dionisio Torres,SER2,0,0,127,3,2,2,750.0,270000.0
Apartamento,Cambeba,SER6,0,0,75,2,3,2,670.0,550000.0
Apartamento,Papicu,SER2,0,0,100,3,3,1,850.0,400000.0
Apartamento,Cocó,SER7,0,0,103,3,3,1,930.0,370000.0
Apartamento,Meireles,SER2,1,1,70,2,2,1,700.0,980000.0
Apartamento,Cambeba,SER6,0,0,129,3,4,2,1205.0,680000.0
Apartamento,Jóquei Clube,SER12,0,0,91,3,3,1,494.0,278000.0
Apartamento,Dionisio Torres,SER2,0,0,120,3,2,1,1050.0,400000.0
Apartamento,Praia de Iracema,SER12,1,1,186,3,4,3,0.0,929000.0
Apartamento,Passaré,SER8,0,0,44,2,2,2,0.0,285000.0
Apartamento,Mondubim,SER10,0,0,54,2,1,1,244.0,230000.0
Apartamento,Cambeba,SER6,0,0,90,3,2,2,754.0,877000.0
Apartamento,Meireles,SER2,1,1,360,3,4,3,3834.0,3700000.0
Apartamento,Fátima,SER4,0,0,72,2,2,1,656.0,250000.0
Apartamento,Aldeota,SER2,1,0,165,3,5,2,2000.0,495000.0
Apartamento,Meireles,SER2,1,1,291,5,6,4,3100.0,1800000.0
Apartamento,Dionisio Torres,SER2,0,0,116,3,4,2,1400.0,530000.0
Apartamento,Serrinha,SER8,0,0,55,2,2,1,380.0,239000.0
Apartamento,Mucuripe,SER2,0,1,330,4,5,4,2350.0,2700000.0
Apartamento,Parangaba,SER4,0,0,66,3,2,1,400.0,380000.0
Apartamento,Aldeota,SER2,1,0,204,4,5,4,1400.0,2090000.0
Apartamento,Presidente Kennedy,SER3,0,0,53,2,2,1,500.0,439000.0
Apartamento,Messejana,SER6,0,0,41,2,1,1,260.0,200000.0
Apartamento,Cambeba,SER6,0,0,129,3,4,2,1217.0,680000.0
Apartamento,Meireles,SER2,1,1,81,2,3,1,1228.0,540000.0
Apartamento,Montese,SER4,0,0,90,3,3,1,370.0,240000.0
Apartamento,Cocó,SER7,0,0,130,3,3,2,1715.0,400000.0
Apartamento,Parque Iracema,SER6,0,0,83,3,2,2,735.0,485000.0
Apartamento,Praia do Futuro,SER7,0,1,53,2,2,1,0.0,450000.0
Apartamento,Aldeota,SER2,1,0,119,3,4,2,0.0,1198000.0
Apartamento,Cocó,SER7,0,0,105,3,2,2,0.0,1021000.0
Apartamento,Aldeota,SER2,1,0,150,3,5,3,1420.0,870000.0
Apartamento,Aldeota,SER2,1,0,369,4,6,4,3100.0,1690000.0
Apartamento,Fátima,SER4,0,0,108,3,3,4,930.0,580000.0
Apartamento,Parquelândia,SER3,0,0,94,3,3,2,618.0,790000.0
Apartamento,Meireles,SER2,1,1,40,1,1,1,350.0,600000.0
Apartamento,Meireles,SER2,1,1,305,5,6,4,3300.0,2300000.0
Apartamento,Papicu,SER2,0,0,78,3,3,2,492.0,738000.0
Apartamento,Papicu,SER2,0,0,94,3,1,1,1044.0,270000.0
Apartamento,Aldeota,SER2,1,0,95,3,4,2,950.0,1067983.0
Apartamento,Fátima,SER4,0,0,80,3,2,2,535.0,400000.0
Apartamento,Aldeota,SER2,1,0,50,2,2,1,10.0,672500.0
Apartamento,Dionisio Torres,SER2,0,0,60,3,3,1,860.0,400000.0
Apartamento,Praia do Futuro,Outros,0,0,51,2,1,1,100.0,338000.0
Apartamento,Parreão,Outros,0,0,49,2,2,1,0.0,406654.0
Apartamento,Parque Iracema,SER6,0,0,95,3,4,2,811.0,850000.0
Apartamento,Aldeota,SER2,1,0,65,3,2,2,680.0,560000.0
Apartamento,Sapiranga,SER7,0,0,60,3,2,1,0.0,401884.0
Apartamento,de Lourdes,SER2,0,0,88,2,3,2,780.0,890000.0
Apartamento,Praia de Iracema,SER12,1,1,54,2,2,1,674.0,635000.0
Apartamento,Engenheiro Luciano Cavalcante,SER7,0,0,72,2,2,2,700.0,680000.0
Apartamento,Engenheiro Luciano Cavalcante,SER7,0,0,64,3,2,2,900.0,450000.0
Apartamento,Serrinha,SER8,0,0,68,3,2,2,550.0,390000.0
Apartamento,Cambeba,SER6,0,0,60,3,2,1,0.0,270000.0
Apartamento,Parque Manibura,SER6,0,0,52,3,2,1,0.0,210000.0
Apartamento,Meireles,SER2,1,1,55,2,2,1,0.0,859000.0
Apartamento,Parquelândia,SER3,0,0,83,3,3,2,10.0,721900.0
Apartamento,Cocó,SER7,0,0,116,3,3,3,1172.0,1480000.0
Apartamento,Aldeota,SER2,1,0,94,3,3,2,1100.0,950000.0
Apartamento,Meireles,SER2,1,1,356,4,5,5,0.0,3400000.0
Apartamento,Aldeota,SER2,1,0,102,3,3,2,850.0,550000.0
Apartamento,Papicu,SER2,0,0,160,3,3,3,1300.0,630000.0
Apartamento,Mondubim,SER10,0,0,57,2,2,3,0.0,225000.0
Apartamento,Cocó,SER7,0,0,210,3,5,4,0.0,2000000.0
Apartamento,Mucuripe,SER2,0,1,86,2,2,2,690.0,750000.0
Apartamento,Aldeota,SER2,1,0,364,5,7,6,1500.0,4100000.0
Apartamento,Henrique Jorge,SER11,0,0,44,2,1,1,295.0,180000.0
Apartamento,Papicu,SER2,0,0,95,3,2,2,500.0,890000.0
Apartamento,Papicu,SER2,0,0,98,3,3,2,600.0,978000.0
Apartamento,Meireles,SER2,1,1,40,1,1,1,500.0,670000.0
Apartamento,Cocó,SER7,0,0,119,3,4,3,0.0,1390000.0
Apartamento,Meireles,SER2,1,1,56,2,2,1,800.0,780000.0
Apartamento,Engenheiro Luciano Cavalcante,SER7,0,0,76,2,3,2,770.0,699000.0
Apartamento,Aldeota,SER2,1,0,45,2,1,1,0.0,640864.0
Apartamento,Cocó,SER7,0,0,109,3,3,2,800.0,500000.0
Apartamento,Cidade dos Funcionários,SER6,0,0,156,3,4,4,0.0,698000.0
Apartamento,Parquelândia,SER3,0,0,145,3,4,3,850.0,1200000.0
Apartamento,Cidade 2000,SER7,0,0,46,2,1,1,319.0,235000.0
Apartamento,Cajazeiras,SER9,0,0,52,2,2,1,520.0,255000.0
Apartamento,Aldeota,SER2,1,0,170,3,4,3,1750.0,1300000.0
Apartamento,Centro,SER12,0,0,106,2,2,2,0.0,1575000.0
Apartamento,Parquelândia,SER3,0,0,60,2,2,1,720.0,220000.0
Apartamento,Cocó,SER7,0,0,41,1,1,1,0.0,500000.0
Apartamento,Cocó,SER7,0,0,97,3,3,2,950.0,950000.0
Apartamento,Mondubim,SER10,0,0,49,2,2,1,249.0,160000.0
Apartamento,Dionisio Torres,SER2,0,0,146,2,2,1,1460.0,460000.0
Apartamento,Praia de Iracema,SER12,1,1,38,1,1,1,0.0,449900.0
Apartamento,Aldeota,SER2,1,0,83,3,3,2,680.0,570000.0
Apartamento,Parque Iracema,SER6,0,0,54,2,2,1,535.0,550000.0
Apartamento,Mucuripe,SER2,0,1,86,2,3,2,890.0,850000.0
Apartamento,São Gerardo,SER3,0,0,90,3,2,2,870.0,309999.0
Apartamento,Cocó,SER7,0,0,55,2,2,1,0.0,468000.0
Apartamento,Meireles,SER2,1,1,295,5,6,4,0.0,1429000.0
Apartamento,Papicu,SER2,0,0,126,3,4,2,1045.0,580000.0
Apartamento,Maraponga,SER10,0,0,48,2,1,1,0.0,195000.0
Apartamento,Aldeota,SER2,1,0,197,4,4,3,2000.0,870000.0
Apartamento,Couto Fernandes,SER11,0,0,67,3,2,1,300.0,195000.0
Apartamento,Parque Iracema,SER6,0,0,115,3,3,2,0.0,1290000.0
Apartamento,Meireles,SER2,1,1,79,2,2,1,920.0,750000.0
Apartamento,Pici,SER11,0,0,77,3,3,2,470.0,480000.0
Apartamento,Papicu,SER2,0,0,161,3,4,2,1690.0,435000.0
Apartamento,Guararapes,SER7,0,0,150,3,4,3,1650.0,720000.0
Apartamento,Centro,SER12,0,0,76,3,2,1,690.0,180000.0
Apartamento,Cambeba,SER6,0,0,68,3,2,2,1100.0,380000.0
Apartamento,Papicu,SER2,0,0,154,3,4,2,1400.0,440000.0
Apartamento,Parque Dois Irmãos,SER8,0,0,63,3,2,2,320.0,340000.0
Apartamento,Meireles,SER2,1,1,600,5,6,8,0.0,4300000.0
Apartamento,Parangaba,SER4,0,0,50,2,2,1,0.0,255000.0
Apartamento,Meireles,SER2,1,1,139,4,4,2,1300.0,720000.0
Apartamento,Engenheiro Luciano Cavalcante,SER7,0,0,72,3,3,2,680.0,640000.0
Apartamento,Dunas,Outros,0,0,107,3,3,1,150.0,1200000.0
Apartamento,Meireles,SER2,1,1,202,4,4,4,0.0,3276208.0
Apartamento,Meireles,SER2,1,1,305,3,4,4,3300.0,2100000.0
Apartamento,Aldeota,SER2,1,0,178,3,4,2,1100.0,869000.0
Apartamento,Papicu,SER2,0,0,67,3,3,2,0.0,611000.0
Apartamento,Centro,SER12,0,0,87,2,2,1,0.0,350000.0
Apartamento,Cocó,SER7,0,0,104,3,2,2,2200.0,1317554.0
Apartamento,Meireles,SER2,1,1,56,2,2,1,612.0,760000.0
Apartamento,Parque Iracema,SER6,0,0,87,3,3,2,630.0,619999.0
Apartamento,Parangaba,SER4,0,0,95,3,3,1,380.0,210000.0
Apartamento,Parque Iracema,SER6,0,0,86,3,3,2,650.0,499999.0
Apartamento,Vicente Pinzon,SER2,0,0,156,4,4,2,1540.0,480000.0
Apartamento,Aldeota,SER2,1,0,87,3,1,1,750.0,360000.0
Apartamento,Praia do Futuro,Outros,0,0,64,2,2,1,800.0,310000.0
Apartamento,Meireles,SER2,1,1,65,2,2,1,0.0,780000.0
Apartamento,Cambeba,SER6,0,0,80,3,2,2,700.0,672690.0
Apartamento,Aldeota,SER2,1,0,93,3,3,2,0.0,1208018.0
Apartamento,Meireles,SER2,1,1,76,3,2,1,900.0,400000.0
Apartamento,Monte Castelo,SER3,0,0,90,3,3,2,526.0,660000.0
Apartamento,Papicu,SER2,0,0,94,3,3,2,850.0,880000.0
Apartamento,Aldeota,SER2,1,0,69,3,3,2,0.0,933128.0
Apartamento,Papicu,SER2,0,0,197,3,5,2,1400.0,480000.0
Apartamento,Meireles,SER2,1,1,225,4,5,5,2400.0,3830000.0
Apartamento,Guararapes,SER7,0,0,160,3,4,2,1100.0,740000.0
Apartamento,Papicu,SER2,0,0,118,3,4,2,1290.0,415000.0
Apartamento,Dionisio Torres,SER2,0,0,115,3,4,2,0.0,1189500.0
Apartamento,Fátima,SER4,0,0,111,3,3,2,0.0,924600.0
Apartamento,Meireles,SER2,1,1,785,6,8,6,3000.0,4700000.0
Apartamento,Cocó,SER7,0,0,217,4,5,4,1927.0,2285000.0
Apartamento,Meireles,SER2,1,1,97,3,3,2,1130.0,1650000.0
Apartamento,Meireles,SER2,1,1,214,4,6,3,2880.0,1290000.0
Apartamento,Edson Queiroz,SER7,0,0,81,3,3,2,615.0,680000.0
Apartamento,Meireles,SER2,1,1,68,2,1,2,729.0,690000.0
Apartamento,Vicente Pinzon,SER2,0,0,66,2,2,1,721.0,470000.0
Apartamento,Mucuripe,SER2,0,1,97,4,2,2,950.0,560000.0
Apartamento,Guararapes,SER7,0,0,146,3,4,3,1640.0,780000.0
Apartamento,Meireles,SER2,1,1,254,4,6,5,0.0,3835612.0
Apartamento,Meireles,SER2,1,1,166,3,4,3,0.0,2105887.0
Apartamento,Montese,SER4,0,0,78,3,3,1,730.0,165000.0
Apartamento,Fátima,SER4,0,0,130,4,3,4,1600.0,1400000.0
Apartamento,Engenheiro Luciano Cavalcante,SER7,0,0,112,3,3,3,935.0,630000.0
Apartamento,Farias Brito,SER3,1,0,110,3,2,2,585.0,520000.0
Apartamento,Guararapes,SER7,0,0,138,3,5,3,3300.0,1700000.0
Apartamento,Aldeota,SER2,1,0,95,3,3,2,1100.0,1070000.0
Apartamento,Vicente Pinzon,SER2,0,0,69,3,2,2,400.0,230000.0
Apartamento,Maraponga,SER10,0,0,67,3,2,1,440.0,190000.0
Apartamento,Dionisio Torres,SER2,0,0,115,3,4,2,0.0,1189531.0
Apartamento,Mondubim,SER10,0,0,115,2,3,1,0.0,340000.0
Apartamento,Guararapes,SER7,0,0,78,3,2,2,0.0,870000.0
Apartamento,Cocó,SER7,0,0,107,3,4,3,1168.0,1300000.0
Apartamento,Presidente Kennedy,SER3,0,0,68,3,2,1,0.0,486000.0
Apartamento,Cocó,SER7,0,0,135,3,4,3,0.0,1238000.0
Apartamento,Guararapes,SER7,0,0,235,4,4,4,0.0,2521476.0
Apartamento,Passaré,SER8,0,0,75,3,2,1,330.0,230000.0
Apartamento,Papicu,SER2,0,0,103,3,3,2,670.0,996373.0
Apartamento,Rodolfo Teófilo,SER3,0,0,57,2,2,1,420.0,220000.0
Apartamento,Aracapé,Outros,0,0,42,2,1,1,0.0,205990.0
Apartamento,Cocó,SER7,0,0,98,3,2,1,895.0,263000.0
Apartamento,Dionisio Torres,SER2,0,0,115,3,3,2,0.0,1175039.0
Apartamento,Guararapes,SER7,0,0,165,4,5,3,0.0,1800000.0
Apartamento,de Lourdes,SER2,0,0,59,3,2,1,0.0,650000.0
Apartamento,Engenheiro Luciano Cavalcante,SER7,0,0,164,3,4,3,1300.0,1250000.0
Apartamento,Damas,SER4,0,0,80,3,3,1,470.0,220000.0
Apartamento,Cambeba,SER6,0,0,60,2,2,1,625.0,349000.0
Apartamento,Engenheiro Luciano Cavalcante,SER7,0,0,145,3,4,3,1100.0,1250000.0
Apartamento,Sapiranga,SER7,0,0,132,4,5,3,990.0,970000.0
Apartamento,Aldeota,SER2,1,0,205,4,4,4,2200.0,1700000.0
Apartamento,Meireles,SER2,1,1,112,3,3,2,1100.0,800000.0
Apartamento,Fátima,SER4,0,0,68,3,2,2,650.0,685000.0
Apartamento,Álvaro Weyne,SER1,0,0,44,2,1,1,280.0,165000.0
Apartamento,Cocó,SER7,0,0,107,3,4,3,1510.0,1200000.0
Apartamento,Papicu,SER2,0,0,78,3,3,2,0.0,776349.0
Apartamento,Papicu,SER2,0,0,130,4,4,2,1510.0,200000.0
Apartamento,Amadeu Furtado,SER3,0,0,123,3,3,2,600.0,250000.0
Apartamento,Conjunto Esperança,SER10,0,0,42,2,1,1,231.0,99000.0
Apartamento,Meireles,SER2,1,1,137,4,3,2,1500.0,560000.0
Apartamento,Meireles,SER2,1,1,38,1,1,1,342.0,535000.0
Apartamento,Cocó,SER7,0,0,162,3,4,3,0.0,1240000.0
Apartamento,Aldeota,SER2,1,0,145,3,5,2,1400.0,590000.0
Apartamento,Cambeba,SER6,0,0,48,2,1,1,0.0,350000.0
Apartamento,Praia do Futuro,SER7,0,1,68,2,2,2,670.0,350000.0
Apartamento,Parquelândia,SER3,0,0,89,3,4,2,650.0,705000.0
Apartamento,Meireles,SER2,1,1,86,2,3,2,680.0,765000.0
Apartamento,Mucuripe,SER2,0,1,86,2,3,2,820.0,790000.0
Apartamento,Monte Castelo,SER3,0,0,50,2,2,1,0.0,350000.0
Apartamento,Passaré,SER8,0,0,44,2,1,1,350.0,230000.0
Apartamento,Itaperi,SER8,0,0,85,3,3,2,647.0,585000.0
Apartamento,Fátima,SER4,0,0,114,3,4,2,1150.0,880000.0
Apartamento,Papicu,SER2,0,0,110,3,1,2,1125.0,395000.0
Apartamento,Centro,SER12,0,0,55,2,2,1,350.0,485000.0
Apartamento,Prefeito José Walter,SER8,0,0,49,2,1,1,260.0,130000.0
Apartamento,Meireles,SER2,1,1,61,2,2,1,700.0,750000.0
Apartamento,Rodolfo Teófilo,SER3,0,0,87,2,2,1,0.0,190000.0
Apartamento,Engenheiro Luciano Cavalcante,SER7,0,0,80,3,3,2,800.0,620000.0
Apartamento,Aldeota,SER2,1,0,87,3,2,1,732.0,400000.0
Apartamento,Jacarecanga,SER1,1,0,48,2,1,1,492.0,260000.0
Apartamento,Meireles,SER2,1,1,378,5,6,2,2360.0,1180000.0
Apartamento,Maraponga,SER10,0,0,45,2,1,1,350.0,120000.0
Apartamento,Meireles,SER2,1,1,179,3,3,2,1600.0,750000.0
Apartamento,Mondubim,SER10,0,0,56,2,1,1,300.0,215000.0
Apartamento,Cocó,SER7,0,0,96,3,3,2,0.0,949990.0
Apartamento,Vila Ellery,SER3,0,0,51,2,2,1,430.0,230000.0
Apartamento,Meireles,SER2,1,1,70,2,2,2,810.0,890000.0
Apartamento,Presidente Kennedy,SER3,0,0,50,2,2,1,0.0,330000.0
Apartamento,Cocó,SER7,0,0,115,3,3,2,1346.0,690000.0
Apartamento,Dionisio Torres,SER2,0,0,50,2,2,1,540.0,630000.0
Apartamento,Mucuripe,SER2,0,1,300,3,4,4,2000.0,2290000.0
Apartamento,Aldeota,SER2,1,0,80,3,2,2,533.0,830000.0
Apartamento,Cambeba,SER6,0,0,101,3,3,2,795.0,830000.0
Apartamento,Meireles,SER2,1,1,54,2,2,1,0.0,868000.0
Apartamento,de Lourdes,SER2,0,0,75,3,3,2,640.0,600000.0
Apartamento,Parquelândia,SER3,0,0,64,3,3,2,500.0,775000.0
Apartamento,Cocó,SER7,0,0,104,2,3,1,600.0,320000.0
Apartamento,Cambeba,SER6,0,0,58,2,2,2,437.0,435000.0
Apartamento,Praia de Iracema,SER12,1,1,146,4,4,2,1400.0,1323000.0
Apartamento,Meireles,SER2,1,1,350,4,5,5,4492.0,3400000.0
Apartamento,Aldeota,SER2,1,0,122,3,2,1,1250.0,350000.0
Apartamento,Edson Queiroz,SER7,0,0,42,2,1,1,340.0,180000.0
Apartamento,Dionisio Torres,SER2,0,0,50,2,2,1,520.0,580000.0
Apartamento,Papicu,SER2,0,0,98,3,3,2,650.0,948000.0
Apartamento,Joaquim Távora,SER2,1,0,200,4,4,2,1150.0,600000.0
Apartamento,Jacarecanga,SER1,1,0,59,3,2,1,0.0,365040.0
Apartamento,Varjota,SER2,0,0,89,3,3,2,1200.0,1190000.0
Apartamento,Benfica,SER4,1,0,93,3,2,1,0.0,230000.0
Apartamento,Parque Iracema,SER6,0,0,54,2,2,1,650.0,540000.0
Apartamento,Engenheiro Luciano Cavalcante,SER7,0,0,74,2,1,1,740.0,750000.0
Apartamento,Aldeota,SER2,1,0,37,1,1,1,650.0,550000.0
Apartamento,Engenheiro Luciano Cavalcante,SER7,0,0,123,3,4,2,900.0,995000.0
Apartamento,Jóquei Clube,SER12,0,0,49,2,2,1,0.0,347000.0
Apartamento,Papicu,SER2,0,0,138,4,2,2,824.0,1351000.0
Apartamento,Parque Dois Irmãos,SER8,0,0,64,3,2,2,399.0,329999.0
Apartamento,Guararapes,SER7,0,0,277,4,7,4,0.0,2795000.0
Apartamento,Presidente Kennedy,SER3,0,0,94,3,3,2,714.0,879000.0
Apartamento,Cocó,SER7,0,0,87,3,2,2,890.0,650000.0
Apartamento,Papicu,SER2,0,0,95,2,3,2,541.0,885000.0
Apartamento,Mondubim,SER10,0,0,45,2,1,1,250.0,210000.0
Apartamento,Joaquim Távora,SER2,1,0,89,3,2,1,1250.0,320000.0
Apartamento,Mucuripe,SER2,0,1,118,3,3,2,1200.0,750000.0
Apartamento,Mucuripe,SER2,0,1,86,3,3,2,0.0,919000.0
Apartamento,Presidente Kennedy,SER3,0,0,74,3,2,2,10.0,640000.0
Apartamento,Cocó,SER7,0,0,56,2,1,1,111.0,471000.0
Apartamento,Parque Iracema,SER6,0,0,55,2,2,1,0.0,615000.0
Apartamento,Cocó,SER7,0,0,131,3,4,3,800.0,1349999.0
Apartamento,Joaquim Távora,SER2,1,0,65,3,2,2,0.0,715000.0
Apartamento,Meireles,SER2,1,1,435,4,5,5,0.0,9412420.0
Apartamento,Meireles,SER2,1,1,59,2,2,1,660.0,490000.0
Apartamento,Meireles,SER2,1,1,66,2,2,1,0.0,1490000.0
Apartamento,Barra do Ceará,SER1,0,1,54,2,1,1,356.0,250000.0
Apartamento,Meireles,SER2,1,1,230,2,4,4,2000.0,1200000.0
Apartamento,Jóquei Clube,SER12,0,0,70,3,2,1,345.0,220000.0
Apartamento,João XXIII,Outros,0,0,105,3,2,2,343.0,388000.0
Apartamento,Passaré,SER8,0,0,50,2,1,1,150.0,150000.0
Apartamento,Maraponga,SER10,0,0,54,2,2,2,355.0,360000.0
Apartamento,Engenheiro Luciano Cavalcante,SER7,0,0,90,3,3,2,661.0,295000.0
Apartamento,Patriolino Ribeiro,SER7,0,0,107,3,3,2,800.0,590000.0
Apartamento,Presidente Kennedy,SER3,0,0,54,2,1,1,11.0,483000.0
Apartamento,Cocó,SER7,0,0,217,3,4,4,1946.0,2300000.0
Apartamento,Antônio Bezerra,SER3,0,0,70,3,2,1,300.0,190000.0
Apartamento,Aldeota,SER2,1,0,149,4,5,2,1400.0,790000.0
Apartamento,Cambeba,SER6,0,0,89,3,2,2,754.0,807000.0
Apartamento,Cocó,SER7,0,0,97,3,4,2,875.0,510000.0
Apartamento,Parreão,Outros,0,0,60,2,2,1,1060.0,280000.0
Apartamento,Meireles,SER2,1,1,64,1,1,1,0.0,1110000.0
Apartamento,Engenheiro Luciano Cavalcante,SER7,0,0,112,3,4,3,1100.0,980000.0
Apartamento,Fátima,SER4,0,0,141,3,3,1,0.0,1894516.0
Apartamento,Papicu,SER2,0,0,70,3,3,2,750.0,450000.0
Apartamento,Presidente Kennedy,SER3,0,0,80,2,2,1,0.0,578000.0
Apartamento,Meireles,SER2,1,1,51,1,1,1,1818.0,385000.0
Apartamento,Montese,SER4,0,0,73,3,2,2,349.0,479000.0
Apartamento,Papicu,SER2,0,0,103,3,3,2,660.0,949000.0
Apartamento,Dionisio Torres,SER2,0,0,108,4,3,1,1150.0,230000.0
Apartamento,Meireles,SER2,1,1,341,4,7,5,0.0,4350000.0
Apartamento,Meireles,SER2,1,1,202,3,5,4,0.0,2750000.0
Apartamento,Fátima,SER4,0,0,107,3,1,2,1350.0,470000.0
Apartamento,Aldeota,SER2,1,0,105,3,4,1,1200.0,550000.0
Apartamento,Papicu,SER2,0,0,115,3,2,1,700.0,420000.0
Apartamento,José Bonifácio,SER4,1,0,73,3,1,2,470.0,449000.0
Apartamento,Itaperi,SER8,0,0,68,3,2,1,400.0,210000.0
Apartamento,Guararapes,SER7,0,0,98,3,3,2,838.0,699000.0
Apartamento,Guararapes,SER7,0,0,146,3,3,3,1233.0,1300000.0
Apartamento,Parque Iracema,SER6,0,0,71,2,3,2,620.0,549000.0
Apartamento,Aldeota,SER2,1,0,62,2,2,2,760.0,470000.0
Apartamento,Meireles,SER2,1,1,254,3,4,5,639.0,4100000.0
Apartamento,Dendê,SER8,0,0,44,2,1,1,220.0,199000.0
Apartamento,Aldeota,SER2,1,0,115,3,3,2,980.0,680000.0
Apartamento,Cocó,SER7,0,0,135,3,4,3,0.0,1485000.0
Apartamento,Dionisio Torres,SER2,0,0,72,3,2,1,810.0,490000.0
Apartamento,Benfica,SER4,1,0,50,2,2,1,490.0,220000.0
Apartamento,Passaré,SER8,0,0,70,3,2,2,405.0,330000.0
Apartamento,Manoel Dias Branco,SER7,0,0,54,2,2,1,450.0,404990.0
Apartamento,Messejana,SER6,0,0,50,2,2,1,300.0,280000.0
Apartamento,Aldeota,SER2,1,0,120,3,3,4,900.0,380000.0
Apartamento,Meireles,SER2,1,1,84,2,2,1,1300.0,299000.0
Apartamento,Engenheiro Luciano Cavalcante,SER7,0,0,118,3,3,2,0.0,878427.0
Apartamento,Mucuripe,SER2,0,1,232,4,4,4,0.0,4041000.0
Apartamento,Aldeota,SER2,1,0,218,4,4,4,0.0,2951231.0
Apartamento,Praia do Futuro,Outros,0,0,48,2,2,1,0.0,340000.0
Apartamento,Dionisio Torres,SER2,0,0,114,3,4,2,0.0,850000.0
Apartamento,Engenheiro Luciano Cavalcante,SER7,0,0,54,2,2,2,440.0,715000.0
Apartamento,Aldeota,SER2,1,0,87,2,3,2,731.0,400000.0
Apartamento,Papicu,SER2,0,0,78,3,3,2,550.0,840000.0
Apartamento,Cambeba,SER6,0,0,44,2,1,1,380.0,300000.0
Apartamento,Guararapes,SER7,0,0,121,3,5,2,1200.0,1315000.0
Apartamento,Papicu,SER2,0,0,67,3,2,2,400.0,799000.0
Apartamento,Cambeba,SER6,0,0,73,3,2,2,714.0,455000.0
Apartamento,Aldeota,SER2,1,0,194,4,5,3,1300.0,950000.0
Apartamento,Varjota,SER2,0,0,126,4,3,1,0.0,450000.0
Apartamento,Guararapes,SER7,0,0,259,4,5,5,1800.0,3500000.0
Apartamento,Passaré,SER8,0,0,58,3,2,2,460.0,440000.0
Apartamento,Fátima,SER4,0,0,120,3,3,2,860.0,550000.0
Apartamento,Meireles,SER2,1,1,88,3,3,1,0.0,389999.0
Apartamento,Maraponga,SER10,0,0,45,2,1,1,260.0,245000.0
Apartamento,Vila União,SER4,0,0,160,3,2,2,0.0,165000.0
Apartamento,Parque Iracema,SER6,0,0,58,2,2,1,438.0,430000.0
Apartamento,Parreão,Outros,0,0,82,3,3,1,545.0,240000.0
Apartamento,Cocó,SER7,0,0,104,3,3,2,0.0,998147.0
Apartamento,Cocó,SER7,0,0,127,3,4,2,1100.0,1040000.0
Apartamento,Cocó,SER7,0,0,71,1,2,2,0.0,420000.0
Apartamento,Aldeota,SER2,1,0,191,3,5,2,1700.0,950000.0
Apartamento,Fátima,SER4,0,0,100,3,4,2,729.0,750000.0
Apartamento,Papicu,SER2,0,0,78,3,3,2,0.0,869000.0
