id,origem,tipo,localizacao,ser,area,quartos,banheiros,vagas,condo,preco,timestamp_extracao
0910452f-a5fe-48d6-b584-69471924138e,Chaves na Mão,Condomínio,Edson Queiroz,SER7,200,4,5,4,2500.0,1500000.0,2025-04-23 23:07:07.008526
79eec5ca-fb52-4520-8c2c-fafdb8a52922,Chaves na Mão,Condomínio,Lagoa Redonda,SER6,90,3,2,2,500.0,370000.0,2025-04-23 23:07:07.008526
3b357765-cc3f-4d14-8267-1d31665cf9f3,Chaves na Mão,Condomínio,Lagoa Redonda,SER6,92,2,2,1,380.0,220000.0,2025-04-23 23:07:07.008526
71c2b390-9844-4950-8742-7f1c472a420b,Chaves na Mão,Condomínio,Maraponga,SER10,101,3,3,2,2800.0,545000.0,2025-04-23 23:07:07.008526
ce9b5e23-e474-42b0-8ecd-c105f52deb1e,Chaves na Mão,Condomínio,Alphaville Fortaleza,Outro,650,5,7,6,700.0,5900000.0,2025-04-23 23:07:07.008526
15ea222c-8d49-4ded-a2b8-84261a037104,Chaves na Mão,Condomínio,Parque Iracema,SER6,106,5,5,4,0.0,550000.0,2025-04-23 23:07:07.008526
8b4aefea-e108-4ee2-b38b-3b9b3c12a5f5,Chaves na Mão,Condomínio,Lagoa Redonda,SER6,90,3,3,2,500.0,370000.0,2025-04-23 23:07:07.008526
8ba0722e-cc43-4053-9a40-4870db41ebb9,Chaves na Mão,Condomínio,Maraponga,SER10,280,4,5,2,0.0,1550000.0,2025-04-23 23:07:07.008526
da3460de-4ea0-4cfd-bf13-9dc6e25ba3af,Chaves na Mão,Condomínio,Edson Queiroz,SER7,280,4,3,5,2300.0,1500000.0,2025-04-23 23:07:07.008526
39168a34-bccf-4e82-8910-b549ae73430c,Chaves na Mão,Condomínio,Maraponga,SER10,86,3,3,2,0.0,532000.0,2025-04-23 23:07:07.008526
bb257efd-e32f-46b6-b022-4f240f4e3cf4,Chaves na Mão,Condomínio,Lagoa Redonda,SER6,206,3,4,3,0.0,1100000.0,2025-04-23 23:07:07.008526
8201a98c-5fd9-4381-9485-019997195175,Chaves na Mão,Condomínio,Cidade dos Funcionários,SER6,288,3,5,6,0.0,850000.0,2025-04-23 23:07:07.008526
286b9e18-1e9a-43a4-bf44-183a46aae376,Chaves na Mão,Condomínio,José de Alencar,SER6,208,3,5,2,1840.0,1500000.0,2025-04-23 23:07:07.008526
f83d84b5-e4be-4cef-bd41-8375ed8a32fa,Chaves na Mão,Condomínio,Maraponga,SER10,86,3,4,2,400.0,539999.0,2025-04-23 23:07:07.008526
bb176676-7488-41e2-85f0-ebb11061c6b5,Chaves na Mão,Condomínio,Cidade dos Funcionários,SER6,346,4,5,4,0.0,1300000.0,2025-04-23 23:07:07.008526
0fdf9b3e-4668-4111-928d-62d124d4f226,Chaves na Mão,Condomínio,Maraponga,SER10,101,3,3,2,500.0,543000.0,2025-04-23 23:07:07.008526
7902750b-07c9-45e6-95b9-59bbadde03ee,Chaves na Mão,Condomínio,Lagoa Redonda,SER6,62,3,3,2,420.0,360000.0,2025-04-23 23:07:07.008526
30c7e220-e7a3-4917-8822-fd4901820ca2,Chaves na Mão,Condomínio,Sapiranga,SER7,154,4,4,2,850.0,750000.0,2025-04-23 23:07:07.008526
a460c8e0-b41a-4726-b16a-52a8448a94c9,Chaves na Mão,Condomínio,Lagoa Redonda,SER6,186,3,4,3,1200.0,995000.0,2025-04-23 23:07:07.008526
c762d28f-e393-4b25-bd21-3b8b0841f283,Chaves na Mão,Condomínio,Cambeba,SER6,248,4,4,3,2150.0,850000.0,2025-04-23 23:07:07.008526
977e8be7-d544-47ec-b2fd-8b23849641cb,Chaves na Mão,Condomínio,Barroso,SER9,76,2,3,2,0.0,318000.0,2025-04-23 23:07:07.008526
3f5bbafa-e63f-4d3c-9fae-2f2d0636e591,Chaves na Mão,Condomínio,Sabiaguaba,SER7,206,3,3,3,0.0,1103130.0,2025-04-23 23:07:07.008526
7615e18a-c935-436e-8a08-28142df980cb,Chaves na Mão,Condomínio,Alphaville Fortaleza,Outro,380,5,7,4,980.0,3900000.0,2025-04-23 23:07:07.008526
2285edf7-301f-48dc-a72e-004c572e715e,Chaves na Mão,Condomínio,Edson Queiroz,SER7,181,4,3,3,1720.0,1050000.0,2025-04-23 23:07:07.008526
38a37c3c-e38d-4734-96d1-df6c22c05a19,Chaves na Mão,Condomínio,Antônio Diogo,Outro,265,3,5,4,0.0,2990000.0,2025-04-23 23:07:07.008526
5227cf11-57c7-41e2-88a3-0e790b933f04,Chaves na Mão,Condomínio,Manoel Dias Branco,SER7,138,3,4,3,700.0,479000.0,2025-04-23 23:07:07.008526
b58a49cf-8a11-4f1c-b31c-86ef345d1581,Chaves na Mão,Condomínio,Coité,Outro,220,5,5,4,1095.0,595000.0,2025-04-23 23:07:07.008526
2f1b274e-ad25-4948-afc7-87d5336bf024,Chaves na Mão,Condomínio,Cidade dos Funcionários,SER6,188,3,4,2,1300.0,899999.0,2025-04-23 23:07:07.008526
b319bc27-fd2c-4ca3-9c28-933e9dbc6e37,Chaves na Mão,Condomínio,Edson Queiroz,SER7,200,4,5,4,1550.0,1150000.0,2025-04-23 23:07:07.008526
1fd72b2e-3fd2-4987-8df8-ade5316de7c5,Chaves na Mão,Condomínio,Maraponga,SER10,209,4,4,3,550.0,1600000.0,2025-04-23 23:07:07.008526
becdee3b-fa8b-4bc4-aa74-25bcdfa0c488,Chaves na Mão,Condomínio,Cidade dos Funcionários,SER6,180,3,4,3,1250.0,598000.0,2025-04-23 23:07:07.008526
cbc87ddc-1b91-4889-974d-0c4c2b56957c,Chaves na Mão,Condomínio,Mondubim,SER10,118,4,3,3,580.0,550000.0,2025-04-23 23:07:07.008526
96a52042-eb10-4f26-a26a-400c2ef16aad,Chaves na Mão,Condomínio,Alagadiço,Outro,277,3,4,3,1900.0,1300000.0,2025-04-23 23:07:07.008526
5f86bd2f-d321-4093-b961-e595787f6dca,Chaves na Mão,Condomínio,Edson Queiroz,SER7,200,4,5,3,0.0,660000.0,2025-04-23 23:07:07.008526
60d1d446-8d6a-43e1-97c3-6862b7bebaa8,Chaves na Mão,Condomínio,Sapiranga,SER7,115,3,3,2,575.0,320000.0,2025-04-23 23:07:07.008526
9ca60938-016b-4762-aec4-f265b4b2181a,Chaves na Mão,Condomínio,Sapiranga,SER7,170,4,4,2,300.0,699000.0,2025-04-23 23:07:07.008526
e89c4ff5-987d-47de-8aba-8d91dd5da41e,Chaves na Mão,Condomínio,Maraponga,SER10,111,2,3,2,650.0,660000.0,2025-04-23 23:07:07.008526
278b1f67-2983-4936-8b4f-61d90f6c46f9,Chaves na Mão,Condomínio,Curió,SER6,132,3,5,2,0.0,649990.0,2025-04-23 23:07:07.008526
595fd8a0-352f-4e49-9ce1-a99b9c164ff3,Chaves na Mão,Condomínio,Serrinha,SER8,540,4,4,2,0.0,595000.0,2025-04-23 23:07:07.008526
e5158ff7-2fcf-4d5f-b474-7a96512d8282,Chaves na Mão,Condomínio,Maraponga,SER10,212,4,5,4,670.0,1900000.0,2025-04-23 23:07:07.008526
afe9ffe7-b949-4877-9f69-6de324ed70fd,Chaves na Mão,Condomínio,Maraponga,SER10,86,3,3,2,10.0,545000.0,2025-04-23 23:07:07.008526
e2175da7-c672-4a07-947f-c854937e255b,Chaves na Mão,Condomínio,Cocó,SER7,220,3,5,5,258.0,1400000.0,2025-04-23 23:07:07.008526
4aee2707-4fde-4741-9a81-55629c5f474d,Chaves na Mão,Condomínio,de Lourdes,SER2,654,4,4,7,0.0,10000000.0,2025-04-23 23:07:07.008526
de55ea11-339b-4417-9f51-427e6f7d6e1c,Chaves na Mão,Condomínio,Sapiranga,SER7,277,4,4,3,1900.0,1300000.0,2025-04-23 23:07:07.008526
671a7925-cf18-4782-88f3-b76b8cc086d7,Chaves na Mão,Condomínio,Curió,SER6,186,3,4,3,1200.0,920000.0,2025-04-23 23:07:07.008526
8d427b03-a3ab-4de6-b114-37345de4bbb9,Chaves na Mão,Condomínio,Benfica,SER4,506,6,3,5,0.0,1400000.0,2025-04-23 23:07:07.008526
33347bbc-7c8e-49ac-a9ba-7475acfc944b,Chaves na Mão,Condomínio,de Lourdes,SER2,325,4,5,4,2300.0,3700000.0,2025-04-23 23:07:07.008526
e26381dc-2b2c-411e-948c-97ec1dae3ce9,Chaves na Mão,Condomínio,Edson Queiroz,SER7,217,4,6,5,1100.0,795000.0,2025-04-23 23:07:07.008526
c4427083-e61b-4ff0-9c8c-d045e9d7ff64,Chaves na Mão,Condomínio,Passaré,SER8,93,3,2,4,650.0,580000.0,2025-04-23 23:07:07.008526
cbce5075-e5b9-4673-aa38-b0343c33c8ff,Chaves na Mão,Condomínio,Meireles,SER2,660,3,5,5,0.0,3000000.0,2025-04-23 23:07:07.008526
8b601067-14b8-41ba-88f1-75bc0c55d22f,Chaves na Mão,Condomínio,Passaré,SER8,127,3,2,2,440.0,440000.0,2025-04-23 23:07:07.008526
c7283b93-bdac-4ce6-9dd9-ec4d5b2c3145,Chaves na Mão,Condomínio,Itaperi,SER8,70,3,2,2,547.0,399000.0,2025-04-23 23:07:07.008526
6abbcf56-8e22-4f39-88df-53310c266faa,Chaves na Mão,Condomínio,Edson Queiroz,SER7,196,4,5,4,1550.0,1100000.0,2025-04-23 23:07:07.008526
4191fb68-9d2f-488a-acb6-6a7c69c8546d,Chaves na Mão,Condomínio,Engenheiro Luciano Cavalcante,SER7,324,5,5,6,1200.0,3500000.0,2025-04-23 23:07:07.008526
4c5f96d5-3bd7-46a1-bfb3-adb49b1c8e2d,Chaves na Mão,Condomínio,Manoel Dias Branco,SER7,78,3,2,2,0.0,340000.0,2025-04-23 23:07:07.008526
ce440fb8-7343-4fcc-9509-ef1c3b4ae030,Chaves na Mão,Condomínio,Praia do Futuro,Outro,185,3,4,2,1129.0,1663259.0,2025-04-23 23:07:07.008526
6772b52b-acb4-438e-90f3-130bb4d66822,Chaves na Mão,Condomínio,Passaré,SER8,240,4,4,4,1028.0,1350000.0,2025-04-23 23:07:07.008526
696f1aa0-8475-49a6-b9f0-8c44ab117ece,Chaves na Mão,Condomínio,Edson Queiroz,SER7,277,3,3,3,2000.0,1300000.0,2025-04-23 23:07:07.008526
e4f8d431-5e40-407f-aa92-58928575e876,Chaves na Mão,Condomínio,Messejana,SER6,78,3,2,2,630.0,280000.0,2025-04-23 23:07:07.008526
01088d07-789f-4255-a560-0b9c60d5bf80,Chaves na Mão,Condomínio,Messejana,SER6,85,2,2,2,360.0,318000.0,2025-04-23 23:07:07.008526
d1e6bfd4-afb6-4dbe-aeee-322c2a825eb6,Chaves na Mão,Condomínio,Itaperi,SER8,80,2,3,2,570.0,400000.0,2025-04-23 23:07:07.008526
015b0b28-469d-44c8-94d5-7a8a43767334,Chaves na Mão,Condomínio,José de Alencar,SER6,100,3,3,2,0.0,782000.0,2025-04-23 23:07:07.008526
d8767015-e131-4b6e-ab68-d1dede79e137,Chaves na Mão,Condomínio,Coaçu,SER6,540,5,6,5,0.0,1050000.0,2025-04-23 23:07:07.008526
6ff2ec42-e747-4456-96c5-4a6c851226f0,Chaves na Mão,Condomínio,Cambeba,SER6,83,2,2,1,450.0,319000.0,2025-04-23 23:07:07.008526
b029111a-0a43-4d6b-8baf-0f11f3b6b376,Chaves na Mão,Condomínio,Sapiranga,SER7,193,4,5,3,50.0,1416765.0,2025-04-23 23:07:07.008526
567d0bcb-8cd5-42d8-978c-7cd67a7c1fc6,Chaves na Mão,Condomínio,Parque Manibura,SER6,150,3,5,3,800.0,550000.0,2025-04-23 23:07:07.008526
a9b662fd-7214-44be-9e45-5dd81b2018fa,Chaves na Mão,Condomínio,Sapiranga,SER7,145,3,4,2,1660.0,720000.0,2025-04-23 23:07:07.008526
7513c363-fcfe-411a-9c8e-8a05879eabe7,Chaves na Mão,Condomínio,Praia do Futuro,Outro,117,3,3,3,685.0,995757.0,2025-04-23 23:07:07.008526
2bcf080c-d74b-42c0-90d0-a1a8b1b4f67b,Chaves na Mão,Condomínio,Sapiranga,SER7,145,3,4,4,970.0,650000.0,2025-04-23 23:07:07.008526
56a0022f-dd3c-4642-9c61-44c7d1eea3d7,Chaves na Mão,Condomínio,Messejana,SER6,80,2,3,2,80.0,250000.0,2025-04-23 23:07:07.008526
5054427f-ef37-4cd3-a320-c9b08a616f9a,Chaves na Mão,Condomínio,Lagoa Redonda,SER6,148,3,4,3,1150.0,940000.0,2025-04-23 23:07:07.008526
3a2f12cf-0db1-47db-ad86-b06fcb901e5c,Chaves na Mão,Condomínio,Barroso,SER9,123,2,1,2,170.0,165000.0,2025-04-23 23:07:07.008526
00d7bffb-3121-476b-bae8-08fede28e7e6,Chaves na Mão,Condomínio,Maraponga,SER10,200,3,3,3,600.0,1550000.0,2025-04-23 23:07:07.008526
af4e8403-6f96-496c-8499-3e7660332945,Chaves na Mão,Condomínio,Sabiaguaba,SER7,149,4,5,2,0.0,860000.0,2025-04-23 23:07:07.008526
583ea282-9ca9-436a-b4d9-a3d96e8485f2,Chaves na Mão,Condomínio,Sabiaguaba,SER7,186,3,4,3,770.0,1103000.0,2025-04-23 23:07:07.008526
139d60d1-01ce-4407-b54d-2a801e87be58,Chaves na Mão,Condomínio,Passaré,SER8,53,3,2,2,300.0,299990.0,2025-04-23 23:07:07.008526
7bbf9a25-ce92-4362-a641-a886e19c178f,Chaves na Mão,Condomínio,Sapiranga,SER7,145,3,3,2,1000.0,770000.0,2025-04-23 23:07:07.008526
a2f33b3b-48be-40e0-8452-b9256c9fc19d,Chaves na Mão,Condomínio,Maraponga,SER10,260,4,4,4,800.0,1700000.0,2025-04-23 23:07:07.008526
ab55d659-796a-4286-9f1e-e64c1e06b2cd,Chaves na Mão,Condomínio,Alphaville Fortaleza,Outro,500,4,5,4,0.0,3450000.0,2025-04-23 23:07:07.008526
9ab4347b-f450-44ed-9783-fa8e2eeb6ef8,Chaves na Mão,Condomínio,Edson Queiroz,SER7,181,3,4,2,1550.0,1050000.0,2025-04-23 23:07:07.008526
c242c5e5-3ffe-47b6-b29a-641ece75df3a,Chaves na Mão,Condomínio,Cambeba,SER6,220,3,4,3,0.0,850000.0,2025-04-23 23:07:07.008526
87704655-81f4-4e62-8e2b-f0f7dd96b609,Chaves na Mão,Condomínio,Edson Queiroz,SER7,199,4,5,4,1550.0,1175000.0,2025-04-23 23:07:07.008526
dea4bb23-cea0-4734-b87e-69de89cf2a78,Chaves na Mão,Condomínio,Edson Queiroz,SER7,220,4,5,3,1095.0,830000.0,2025-04-23 23:07:07.008526
3fdee522-dbc7-4dd8-8aa7-76d74c5c21db,Chaves na Mão,Condomínio,José de Alencar,SER6,240,5,4,5,1700.0,995000.0,2025-04-23 23:07:07.008526
d761cc90-3287-4737-8b05-64c3151af3af,Chaves na Mão,Condomínio,Aquiraz,Outro,168,3,4,4,250.0,924000.0,2025-04-23 23:07:07.008526
64791fb7-0446-497e-8927-17711811187e,Chaves na Mão,Condomínio,Sapiranga,SER7,180,3,4,4,1100.0,750000.0,2025-04-23 23:07:07.008526
e8a8b483-8fc5-43b8-b268-307da2542173,Chaves na Mão,Condomínio,Lagoa Redonda,SER6,390,3,3,5,0.0,550000.0,2025-04-23 23:07:07.008526
ed80a6f3-d317-4b06-b945-336d2e4cdd4e,Chaves na Mão,Condomínio,Lagoa Redonda,SER6,100,3,2,2,0.0,350000.0,2025-04-23 23:07:07.008526
40b49882-b3df-43bd-908d-2423694c5036,Chaves na Mão,Condomínio,Mondubim,SER10,92,3,3,1,390.0,339999.0,2025-04-23 23:07:07.008526
586a6e98-e84b-4f37-be6d-336895b55736,Chaves na Mão,Condomínio,Cambeba,SER6,228,4,6,4,800.0,750000.0,2025-04-23 23:07:07.008526
758d1d02-7e21-4db4-a426-b5f07d6259bb,Chaves na Mão,Condomínio,Jardim das Oliveiras,SER6,212,3,4,3,960.0,750000.0,2025-04-23 23:07:07.008526
a42cd3dc-0f4d-452e-a924-a43bcdb0120f,Chaves na Mão,Condomínio,de Lourdes,SER2,500,6,8,6,1850.0,2790000.0,2025-04-23 23:07:07.008526
2c465527-5be3-496f-b384-c72e9c07dba8,Chaves na Mão,Condomínio,Engenheiro Luciano Cavalcante,SER7,201,4,5,6,300.0,990000.0,2025-04-23 23:07:07.008526
d1afc80d-c253-4742-b825-a3ddd3700acf,Chaves na Mão,Condomínio,Dunas,Outro,470,5,8,6,1450.0,5200000.0,2025-04-23 23:07:07.008526
e3478c99-1e8b-4e4b-b4a3-34c39798bf4d,Chaves na Mão,Condomínio,Dunas,Outro,536,4,5,4,2100.0,3350000.0,2025-04-23 23:07:07.008526
0d1f36d2-6c83-41cd-807f-19b804f210d5,Chaves na Mão,Condomínio,Alphaville Fortaleza,Outro,900,4,7,6,2500.0,20000000.0,2025-04-23 23:07:07.008526
b7dc9fbc-3c9f-42ea-b0f0-d0ad49c0120e,Chaves na Mão,Condomínio,José de Alencar,SER6,180,3,4,3,950.0,750000.0,2025-04-23 23:07:07.008526
3934890e-b448-4bea-891c-6807d2d9a8dc,Chaves na Mão,Condomínio,Alphaville Fortaleza,Outro,420,5,6,6,1250.0,2800000.0,2025-04-23 23:07:07.008526
364452bb-6dd7-41be-a46e-15c358470214,Chaves na Mão,Condomínio,de Lourdes,SER2,315,5,6,5,2000.0,2700000.0,2025-04-23 23:07:07.008526
b56e9898-b2c8-4317-b93c-ea966d03ea13,Chaves na Mão,Condomínio,Passaré,SER8,141,3,4,2,672.0,540000.0,2025-04-23 23:07:07.008526
89fe5505-1afd-4841-81c4-78aeadd6a008,Chaves na Mão,Condomínio,Messejana,SER6,131,3,5,2,1050.0,599900.0,2025-04-23 23:07:07.008526
b9b503d5-ec88-41bc-af8e-da5740036a06,Chaves na Mão,Condomínio,de Lourdes,SER2,600,4,5,5,2000.0,6000000.0,2025-04-23 23:07:07.008526
2722a699-560e-46b3-87b2-65d69386b1d5,Chaves na Mão,Condomínio,Passaré,SER8,77,3,2,2,500.0,284000.0,2025-04-23 23:07:07.008526
09c1ff6c-7881-472c-b408-aab7383996bb,Chaves na Mão,Condomínio,Edson Queiroz,SER7,161,4,5,3,1100.0,660000.0,2025-04-23 23:07:07.008526
b5686dba-a2d9-4ed1-ab03-ad8c32f4c807,Chaves na Mão,Condomínio,Maraponga,SER10,305,4,5,4,800.0,2900000.0,2025-04-23 23:07:07.008526
10df524c-979e-46f0-b437-897c4f257d9e,Chaves na Mão,Condomínio,Alphaville Fortaleza,Outro,420,4,5,4,980.0,4350000.0,2025-04-23 23:07:07.008526
281b6d12-d837-4164-bb5d-e1241e4f8b34,Chaves na Mão,Condomínio,Praia do Futuro,SER7,117,3,4,2,685.0,975000.0,2025-04-23 23:07:07.008526
6ac1fb59-b59b-44e5-875d-3e9cd8e8bf98,Chaves na Mão,Condomínio,Parque Santa Maria,SER9,70,3,3,2,380.0,229000.0,2025-04-23 23:07:07.008526
814e498c-407a-439b-ab60-122dd4434e09,Chaves na Mão,Condomínio,Passaré,SER8,150,3,2,3,300.0,340000.0,2025-04-23 23:07:07.008526
84cdbf2b-d463-4a6f-9634-68f85045dbf2,Chaves na Mão,Condomínio,Maraponga,SER10,100,3,3,2,360.0,350000.0,2025-04-23 23:07:07.008526
34f356c0-86fc-4c8a-a8b3-833d35cceb4c,Chaves na Mão,Condomínio,José de Alencar,SER6,260,4,5,5,0.0,450000.0,2025-04-23 23:07:07.008526
5464721d-1edd-4ba5-9ca1-adbee987f29f,Chaves na Mão,Condomínio,Engenheiro Luciano Cavalcante,SER7,200,3,4,4,1150.0,1300000.0,2025-04-23 23:07:07.008526
2bcf08cf-b586-4545-88b0-e0d311a39b12,Chaves na Mão,Condomínio,Edson Queiroz,SER7,176,4,4,4,0.0,980000.0,2025-04-23 23:07:07.008526
c88db707-2ccb-421e-a531-edb555878668,Chaves na Mão,Condomínio,Messejana,SER6,120,2,3,2,380.0,229000.0,2025-04-23 23:07:07.008526
9b4d5b7d-58db-4e54-a50d-9b442906a7b4,Chaves na Mão,Condomínio,Alphaville Fortaleza,Outro,330,4,4,3,0.0,2995000.0,2025-04-23 23:07:07.008526
e07231e4-11bb-4ab7-bde8-a15af88ac10e,Chaves na Mão,Condomínio,Joaquim Távora,SER2,522,4,5,5,0.0,1300000.0,2025-04-23 23:07:07.008526
413d3fb1-c6d3-4fd8-aae6-afc25baba831,Chaves na Mão,Condomínio,Passaré,SER8,79,2,2,2,300.0,290000.0,2025-04-23 23:07:07.008526
88269eb3-a783-4f02-b9c7-ebb3938f1529,Chaves na Mão,Condomínio,Alphaville Fortaleza,Outro,750,5,7,8,1800.0,9500000.0,2025-04-23 23:07:07.008526
9325eb0e-0a33-42ad-af7c-2e6efb3e2e51,Chaves na Mão,Condomínio,Messejana,SER6,103,3,4,2,50.0,429000.0,2025-04-23 23:07:07.008526
df0f0341-9b16-4fa9-8348-1455cd7fa2b1,Chaves na Mão,Condomínio,Papicu,SER2,132,3,4,2,700.0,490000.0,2025-04-23 23:07:07.008526
2b97c062-fcaf-4b0e-98b2-84d17fa0281e,Chaves na Mão,Condomínio,Sapiranga,SER7,134,4,4,2,600.0,520000.0,2025-04-23 23:07:07.008526
07391f60-6311-4574-a907-a50292a37e61,Chaves na Mão,Condomínio,Praia do Futuro,SER7,185,3,4,2,1181.0,1606387.0,2025-04-23 23:07:07.008526
e3c67c31-42d6-4e83-b07a-17399b4b7056,Chaves na Mão,Condomínio,Lagoa Redonda,SER6,172,3,3,2,950.0,1040000.0,2025-04-23 23:07:07.008526
d305ba0a-8194-4ff4-853c-f9df024a9b67,Chaves na Mão,Condomínio,Coité,Outro,134,4,5,2,600.0,520000.0,2025-04-23 23:07:07.008526
de506823-db97-46ce-a902-e169a3d2c17a,Chaves na Mão,Condomínio,Engenheiro Luciano Cavalcante,SER7,400,4,5,2,0.0,1450000.0,2025-04-23 23:07:07.008526
97e1d66f-f545-494d-bfa9-a61f9e7c6ccb,Chaves na Mão,Condomínio,Passaré,SER8,75,3,3,2,490.0,289000.0,2025-04-23 23:07:07.008526
b6611995-2d49-4e2f-9ef3-2de318387cf3,Chaves na Mão,Condomínio,Cidade dos Funcionários,SER6,205,4,4,4,1312.0,1080000.0,2025-04-23 23:07:07.008526
59fd31c7-6efb-4142-ab78-7282a2ad33d2,Chaves na Mão,Condomínio,Ancuri,SER9,90,3,2,2,0.0,310000.0,2025-04-23 23:07:07.008526
d202e596-8ddb-4831-8db0-01c75281bc8b,Chaves na Mão,Condomínio,Eusébio,Outro,140,3,4,2,0.0,450000.0,2025-04-23 23:07:07.008526
240d4abb-8dec-44f2-b834-a8262c407a4d,Chaves na Mão,Condomínio,de Lourdes,SER2,557,4,4,4,3400.0,4250000.0,2025-04-23 23:07:07.008526
3e264b29-0815-4fdc-80dd-7f6d82ca6f71,Chaves na Mão,Condomínio,Maraponga,SER10,274,3,4,3,613.0,1700000.0,2025-04-23 23:07:07.008526
e08408fc-4037-4ff9-bb6a-fcdee19fd26a,Chaves na Mão,Condomínio,Alphaville Fortaleza,Outro,235,4,6,4,980.0,2700000.0,2025-04-23 23:07:07.008526
71c6962b-d938-4148-8c78-1fae1ee49f27,Chaves na Mão,Condomínio,Maraponga,SER10,112,3,2,2,0.0,458900.0,2025-04-23 23:07:07.008526
2ed941ab-2131-4243-972d-5996f117800d,Chaves na Mão,Condomínio,de Lourdes,SER2,400,4,6,4,2300.0,2990000.0,2025-04-23 23:07:07.008526
ce91a90f-ba50-4775-bbaa-3c87953baa3b,Chaves na Mão,Condomínio,Lagoa Redonda,SER6,215,4,4,5,0.0,1065000.0,2025-04-23 23:07:07.008526
11bc2988-0e9c-4634-96e5-06a64b28d1ec,Chaves na Mão,Condomínio,Parque Manibura,SER6,116,3,3,3,800.0,550000.0,2025-04-23 23:07:07.008526
21a7281e-70b7-4613-b67e-860715811592,Chaves na Mão,Condomínio,Alphaville Fortaleza,Outro,330,5,6,4,1100.0,2750000.0,2025-04-23 23:07:07.008526
2d7aef41-7792-495c-9649-0821809da24c,Chaves na Mão,Condomínio,de Lourdes,SER2,580,5,4,6,0.0,2000000.0,2025-04-23 23:07:07.008526
a64ccb58-f5ed-4003-95da-4fa6b3a5ff4d,Chaves na Mão,Condomínio,Eusébio,Outro,138,3,3,2,0.0,500000.0,2025-04-23 23:07:07.008526
90be428c-8f96-4dcf-a4d5-fc4920b0b66c,Chaves na Mão,Condomínio,Sapiranga,SER7,200,4,4,4,100.0,590000.0,2025-04-23 23:07:07.008526
fb9a364b-ad00-4c75-9f65-00aba42a0c92,Chaves na Mão,Condomínio,Alphaville Fortaleza,Outro,457,5,7,4,1040.0,4300000.0,2025-04-23 23:07:07.008526
b709e387-655d-405c-b59a-452a37c5ec24,Chaves na Mão,Condomínio,Edson Queiroz,SER7,176,4,5,3,1050.0,1030000.0,2025-04-23 23:07:07.008526
cde3fb2f-b1ca-464a-8c61-3df75924b137,Chaves na Mão,Condomínio,Montese,SER4,116,3,4,2,630.0,549999.0,2025-04-23 23:07:07.008526
080f3cbd-da72-49da-ac73-1344e1cef7fd,Chaves na Mão,Condomínio,José de Alencar,SER6,256,3,4,5,0.0,1200000.0,2025-04-23 23:07:07.008526
7261b3bb-047b-4d07-926d-8972a5aebe5d,Chaves na Mão,Condomínio,Lagoa Redonda,SER6,90,3,2,2,500.0,370000.0,2025-04-23 23:07:07.008526
4f1d32cc-e228-4b4d-a551-1aa15b6dd314,Chaves na Mão,Condomínio,Cidade dos Funcionários,SER6,152,4,4,2,0.0,820000.0,2025-04-23 23:07:07.008526
33f8587c-980e-4a83-ac19-84e6a6b8cdb7,Chaves na Mão,Condomínio,Maraponga,SER10,240,4,5,4,580.0,1880000.0,2025-04-23 23:07:07.008526
57f8d2c2-e00b-4d7a-94c4-3c93087b6e87,Chaves na Mão,Condomínio,Messejana,SER6,131,3,4,4,1040.0,630000.0,2025-04-23 23:07:07.008526
b9962256-fe2d-48f2-be0f-2718850300a6,Chaves na Mão,Condomínio,Edson Queiroz,SER7,181,4,4,3,1720.0,1050000.0,2025-04-23 23:07:07.008526
079076b5-9a73-4796-9de6-f146bbc2e249,Chaves na Mão,Condomínio,Lagoa Redonda,SER6,194,3,4,2,1300.0,890000.0,2025-04-23 23:07:07.008526
20d6cfdf-8d96-4c0b-b47d-f42d5523fe12,Chaves na Mão,Condomínio,Lagoa Redonda,SER6,103,3,4,2,650.0,400000.0,2025-04-23 23:07:07.008526
8a3ff7db-9519-4e6c-b5a4-f37ff7b545be,Chaves na Mão,Condomínio,Maraponga,SER10,212,4,3,4,0.0,2000000.0,2025-04-23 23:07:07.008526
aa3f7c8a-5683-4ae7-a131-66a847edd856,Chaves na Mão,Condomínio,Jangurussu,SER9,67,2,2,1,0.0,225000.0,2025-04-23 23:07:07.008526
674508e9-be16-41c5-9179-705d95d2c919,Chaves na Mão,Condomínio,Sabiaguaba,SER7,229,3,4,3,1180.0,1380000.0,2025-04-23 23:07:07.008526
364774d6-870e-41b7-b27e-4f0b50270809,Chaves na Mão,Condomínio,Coité,Outro,278,3,5,2,2000.0,1300000.0,2025-04-23 23:07:07.008526
791c194d-3933-4a45-8367-21665f5bf062,Chaves na Mão,Condomínio,Lagoa Redonda,SER6,165,3,4,3,700.0,580000.0,2025-04-23 23:07:07.008526
278c6226-a5ef-4931-b3d1-05cc1b8c3362,Chaves na Mão,Condomínio,Alphaville Fortaleza,Outro,290,4,5,4,0.0,2900000.0,2025-04-23 23:07:07.008526
58f3760a-9ba9-4bb3-abcb-6b53a53ae9ee,Chaves na Mão,Condomínio,Passaré,SER8,170,4,3,4,0.0,650000.0,2025-04-23 23:07:07.008526
a4164268-6528-4361-a097-9ca44f640de6,Chaves na Mão,Condomínio,Engenheiro Luciano Cavalcante,SER7,478,4,5,5,0.0,1150000.0,2025-04-23 23:07:07.008526
